Versus Wyoming Vein.fm,Vein.fm,Versus Wyoming,True
Fear in Non Fiction Vein.fm,Vein.fm,Fear in Non Fiction,False
Lights Out Vein.fm,Vein.fm,Lights Out,False
Magazine Beach Vein.fm,Vein.fm,Magazine Beach,False
Inside Design Vein.fm,Vein.fm,Inside Design,True
Hellnight Vein.fm,Vein.fm,Hellnight,False
Orgy in the Morgue Vein.fm,Vein.fm,Orgy in the Morgue,True
Wavery Vein.fm,Vein.fm,Wavery,False
Life Sentence Malevolence,Malevolence,Life Sentence,False
On Broken Glass Malevolence,Malevolence,On Broken Glass,False
Still Waters Run Deep Malevolence,Malevolence,Still Waters Run Deep,False
Karma Malevolence,Malevolence,Karma,False
Do Or Die Malevolence,Malevolence,Do Or Die,False
Salvation Malevolence,Integrity,Salvation’s Malevolence,False
Armageddon Malevolence,Malevolence,Armageddon,False
Administer the Dagger Misery Index,Misery Index,Administer the Dagger,False
The Eaters and the Eaten Misery Index,Misery Index,The Eaters and the Eaten,False
Complete Control Misery Index,Misery Index,Complete Control,False
Necessary Suffering Misery Index,Misery Index,Necessary Suffering,False
Rites of Cruelty Misery Index,Misery Index,Rites of Cruelty,False
Conspiracy of None Misery Index,Misery Index,Conspiracy of None,False
Infiltrators Misery Index,Misery Index,Infiltrators,True
Reciprocal Repulsion Misery Index,Misery Index,Reciprocal Repulsion,False
Now Defied! Misery Index,Misery Index,Now Defied!,False
Sun//Eater Lorna Shore,Lorna Shore,Sun//Eater,False
Call For The Blood Norma Jean,Norma Jean,Call for the Blood,False
Thinking In Tongues Suicide Silence,Suicide Silence,Thinking in Tongues,True
The Impressionist Tallah,Tallah,The Impressionist,False
Salt The Devil Wears Prada,The Devil Wears Prada,Salt,False
Afraid of Everything SPY,Spy (Hardcore),Afraid of Everything,True
Obtained Under Duress SPY,Spy (Hardcore),Obtained Under Duress,False
Exceptional American SPY,Spy (Hardcore),Exceptional American,True
Habitual Offender SPY,Spy (Hardcore),Habitual Offender,False
Labor Dispute SPY,SPY (US HARDCORE),LABOR DISPUTE,True
Negative Mind Power SPY,SPY (US HARDCORE),NEGATIVE MIND POWER,False
The Sixth Circle Portrayal of Guilt,Portrayal of Guilt,The Sixth Circle,False
Sadist Portrayal of Guilt,Portrayal of Guilt,Sadist,False
Fall from Grace Portrayal of Guilt,Not Found,Not Found,False
Dirge Portrayal of Guilt,Portrayal of Guilt,Dirge,False
The Crucifixion Portrayal of Guilt,Portrayal of Guilt,The Crucifixion,False
Master/Slave Portrayal of Guilt,Portrayal of Guilt,Master/Slave,False
...where the suffering never ends Portrayal of Guilt,Portrayal of Guilt,...where the suffering never ends,False
Possession Portrayal of Guilt,Portrayal of Guilt,Possession,False
Hell Rains from Above Left Behind,Left Behind,Hell Rains from Above,False
Eternity of Empty Left Behind,Left Behind,Eternity of Empty,False
Throwing Stones Left Behind,Left Behind,Throwing Stones,False
Peeling Wax Left Behind,Left Behind,Peeling Wax,False
Shadow of Fear Left Behind,Left Behind,Shadow of Fear,True
Staring at the Sun Left Behind,Left Behind,Staring at the Sun,True
Smoke and Pain Left Behind,Left Behind,Smoke and Pain,False
Outside the Body Left Behind,Left Behind,Outside the Body,False
The Mirror Left Behind,Left Behind,The Mirror,True
Prisoner of Mind Left Behind,Left Behind,Prisoner of Mind,True
Eucharist Intact Vomit Forth,Vomit Forth,Eucharist Intact,False
Pain Tolerance Vomit Forth,Vomit Forth,Pain Tolerance,False
Tortured Sacrament Vomit Forth,Vomit Forth,Tortured Sacrament,True
Unrecognizable Vomit Forth,Vomit Forth,Unrecognizable,True
Seething Malevolence Vomit Forth,Not Found,Not Found,False
Severely Wounded Vomit Forth,Vomit Forth,Severely Wounded,False
Carnivorous Incantation Vomit Forth,Vomit Forth,Carnivorous Incantation,False
Predatory Savior Vomit Forth,Vomit Forth,Predatory Savior,False
Pious Killing Floor Vomit Forth,Vomit Forth,Pious Killing Floor,True
Daymare Portrayal of Guilt,Portrayal of Guilt,Daymare,False
Among Friends Portrayal of Guilt,Portrayal of Guilt,Among Friends,False
A Burden Portrayal of Guilt,Portrayal of Guilt,A Burden,False
Your War Portrayal of Guilt,Portrayal of Guilt,Your War,False
Life Holds Nothing Portrayal of Guilt,Portrayal of Guilt,Life Holds Nothing,False
Until We're Dust Portrayal of Guilt,Portrayal of Guilt,Until We’re Dust,False
1994 Norma Jean,Norma Jean,1994,False
Spearmint Revolt Norma Jean,Norma Jean,Spearmint Revolt,False
Aria Obscura Norma Jean,Norma Jean,Aria Obscura,False
Any% Norma Jean,Not Found,Not Found,False
W W A V V E Norma Jean,L’institut,Freestyle Planète Rap Skyrock,False
A Killing Word Norma Jean,Norma Jean,A Killing Word,False
Feel It Linger Orthodox,Orthodox,Feel It Linger,False
Head on a Spike Orthodox,Orthodox,Head on a Spike,False
Cave In Orthodox,Orthodox,Cave In,False
Become Divine Orthodox,Orthodox,Become Divine,False
Digging Through Glass Orthodox,Orthodox,Digging Through Glass,False
Nothing to See Orthodox,Orthodox,Nothing to See,True
Dissolve Orthodox,Orthodox,Dissolve,False
Fast Asleep Orthodox,Orthodox,Fast Asleep,True
All That I Am Orthodox,Orthodox,All That I Am,False
Voice in the Choir Orthodox,Orthodox,Voice in the Choir,False
Flesh Pursuit Gulch,Gulch,Flesh Pursuit,False
Burning Desire to Draw Last Breath Gulch,Not Found,Not Found,False
R.S.A. Gulch,Gulch,R.S.A,False
E.P.T.S. Gulch,Gulch,E.P.T.S,False
Gruel for the Beast Gulch,Gulch,Gruel for the Beast,False
Scrambled Harms Way,Harm’s Way,Scrambled,False
Timing Harms Way,Harm’s Way,Timing,False
Isolation Harms Way,Harm’s Way,Isolation,False
Breeding Grounds Harms Way,Harm’s Way,Breeding Grounds,True
New Beginnings Harms Way,Harm’s Way,New Beginnings,False
Slither Harms Way,Harm’s Way,Slither,False
Pretender Harms Way,Harm’s Way,Pretender,False
Believe Trapped Under Ice,Trapped Under Ice,Believe,False
TUI Trapped Under Ice,Trapped Under Ice,TUI,False
Gemeni Trapped Under Ice,Trapped Under Ice,Gemini,True
Too True Trapped Under Ice,Trapped Under Ice,Too True,False
Against The Wall Trapped Under Ice,Trapped Under Ice,Against The Wall,True
World I Hate Trapped Under Ice,Trapped Under Ice,World I Hate,False
Born to Die Trapped Under Ice,Trapped Under Ice,Born To Die,True
Pleased to Meet You Trapped Under Ice,Trapped Under Ice,Pleased To Meet You,False
Victimized Trapped Under Ice,Trapped Under Ice,Victimized,True
Time Waits Trapped Under Ice,Trapped Under Ice,Time Waits,False
True Love Trapped Under Ice,Trapped Under Ice,True Love,False
Disconnect Trapped Under Ice,Trapped Under Ice,Disconnect,False
You and I Trapped Under Ice,Trapped Under Ice,You And I,True
Still Cold Trapped Under Ice,Trapped Under Ice,Still Cold,True
Reality Unfolds Trapped Under Ice,Trapped Under Ice,Reality Unfolds,True
Blush Boundaries,Not Found,Not Found,False
Hesitation Wounds Boundaries,Boundaries,Hesitation Wounds,True
My Body in Bloom Boundaries,Boundaries,My Body in Bloom,True
Pain Medicine Boundaries,Boundaries,Pain Medicine,True
Crxss My Heart Boundaries,Boundaries,Crxss My Heart,True
Exhibition The Devil Wears Prada,The Devil Wears Prada,Exhibition,False
Noise The Devil Wears Prada,The Devil Wears Prada,Noise,False
Sacrifice The Devil Wears Prada,The Devil Wears Prada,Sacrifice,False
Time The Devil Wears Prada,The Devil Wears Prada,Time,False
A Flag to Wave Currents,Currents,A Flag to Wave,False
Poverty of Self Currents,Currents,Poverty of Self,False
Monsters Currents,Currents,Monsters,True
Let Me Leave Currents,Currents,Let Me Leave,False
Origin Currents,Currents,Origin,False
Split Currents,Currents,Split,False
Second Skin Currents,Currents,Second Skin,True
Aggressive Evolution Loathe,Loathe,Aggressive Evolution,False
Broken Vision Rhythm Loathe,Loathe,Broken Vision Rhythm,False
New Faces in the Dark Loathe,Loathe,New Faces in the Dark,False
Screaming Loathe,Loathe,Screaming,False
Gored Loathe,Loathe,Gored,False
Heavy Is the Head That Falls with the Weight of a Thousand Thoughts Loathe,Loathe,Heavy Is the Head That Falls with the Weight of a Thousand Thoughts,False
A Sad Cartoon Loathe,Loathe,A Sad Cartoon,False
Life Is Pain Merauder,Merauder,Life Is Pain,True
Mirror Shows Black Merauder,Merauder,Mirror Shows Black,True
Master Killer Merauder,Merauder,Master Killer,True
Dead End Path Merauder,Merauder,Dead End Path,False
Calvin Makenzie The Chariot,The Chariot,Calvin Makenzie,False
The City The Chariot,The Chariot,The City,False
Andy Sundwall The Chariot,The Chariot,Andy Sundwall,False
David De La Hoz The Chariot,The Chariot,David De La Hoz,False
The King The Chariot,The Chariot,The King,False
straight to vhs Sunflo'er,Sunflo’er,straight to vhs,False
cryptfucker Sunflo'er,Sunflo’er,cryptfucker,False
someday you will control the birds Sunflo'er,Sunflo’er,someday you will control the birds,False
all these darlings and now me Sunflo'er,Sunflo’er,all these darlings and now me,False
Covet Not END,END (hardcore),Covet Not,False
Pariah END,END (hardcore),Pariah,False
Absence END,END (hardcore),Absence,False
Hesitation Wounds END,END (hardcore),Hesitation Wounds,False
An Apparition END,END (hardcore),An Apparition,False
Choke Conjurer,Conjurer,Choke,False
Hollow Conjurer,Conjurer,Hollow,False
Thankless Conjurer,Conjurer,Thankless,False
Retch Conjurer,Conjurer,Retch,True
Hadal Conjurer,Conjurer,Hadal,False
Unanswered Suicide Silence,Suicide Silence,Unanswered,True
Hands of a Killer Suicide Silence,Not Found,Not Found,False
No Pity for a Coward Suicide Silence,Suicide Silence,No Pity for a Coward,True
The Disease Suicide Silence,Suicide Silence,The Disease,False
Eyes Sewn Shut Suicide Silence,Suicide Silence,Eyes Sewn Shut,False
Destruction of a Statue Suicide Silence,Suicide Silence,Destruction of a Statue,False
Loose Talk Show Me The Body,Show Me the Body,Loose Talk,True
Food From Plate Show Me The Body,Show Me the Body,Food from Plate,True
We Came To Play Show Me The Body,Not Found,Not Found,False
War Not Beef Show Me The Body,Show Me the Body,War Not Beef,True
Buck 50 Show Me The Body,Show Me the Body,Buck 50,True
Trouble The Water Show Me The Body,Show Me the Body,Trouble the Water,True
Torture World Great American Ghost,Great American Ghost,Torture World,False
Womb Great American Ghost,Great American Ghost,Womb,False
Death Forgives No One Great American Ghost,Great American Ghost,Death Forgives No One,False
Fear is the Product Mouth For War,Mouth For War,Fear Is The Product,True
I Don't Want to Feel at All Mouth For War,Mouth For War,I Don’t Want To Feel At All,True
Nails in My Coffin Mouth For War,Mouth For War,Nails In My Coffin,True
Take My Place Mouth For War,Mouth For War,Take My Place,True
i luv u Omerta,Omerta (USA),i luv u,True
Garbage Omerta,Omerta (USA),Garbage,True
Talent Show Omerta,Omerta (USA),Talent Show,True
Hyperviolence Omerta,Omerta (USA),Hyperviolence,True
Oblivions Peak Knocked Loose,Knocked Loose,Oblivions Peak,True
Deadringer Knocked Loose,Knocked Loose,Deadringer,False
Blood Will Have Blood Knocked Loose,Knocked Loose,Blood Will Have Blood,True
My Heroes Knocked Loose,Knocked Loose,My Heroes,False
Billy No Mates Knocked Loose,Knocked Loose,Billy No Mates,True
No Good At Goodbyes Gridiron,Grid Iron,No Good At Goodbyes,True
Trench Gridiron,Grid Iron,Trench,True
Helta Skelta Gridiron,Grid Iron,Helta Skelta,True
25-8 Gridiron,Grid Iron,25/8,True
Triple Threat Gridiron,Grid Iron,Triple Threat,False
In a Room Where Everything Dies Greyhaven,Not Found,Not Found,False
A Painful and Necessary Action Greyhaven,Greyhaven,A Painful and Necessary Action,False
More and More Hands Greyhaven,Greyhaven,More and More Hands,False
Foreign Anchor Greyhaven,Greyhaven,Foreign Anchor,False
And It's Still Too Loud Greyhaven,Greyhaven,And It’s Still Too Loud,False
I Am Healed Cult Leader,Cult Leader,I Am Healed,False
Curse of Satisfaction Cult Leader,Cult Leader,Curse of Satisfaction,False
Isolation in the Land of Milk and Honey Cult Leader,Cult Leader,Isolation in the Land of Milk & Honey,False
Craft of Mourning Cult Leader,Cult Leader,Craft of Mourning,True
Struck Down by God Outta Pocket,Outta Pocket (USA),Struck Down by God,False
Endless Remorse Outta Pocket,Outta Pocket (USA),Endless Remorse,True
Twist of Fate Downpresser,Downpresser,Twist of Fate,True
Don't Need a Reason Downpresser,Downpresser,Don’t Need a Reason,False
Mercy on Judgement Downpresser,Bob Marley & The Wailers,Downpressor,False
Next Life Downpresser,Downpresser,Next Life,False
AWOL (State of the Union) Twitching Tongues,Every Time I Die,AWOL,False
Harakiri Twitching Tongues,Twitching Tongues,Harakiri,True
T.F.R. Twitching Tongues,Twitching Tongues,T.F.R.,True
Forgive & Remember Twitching Tongues,Not Found,Not Found,False
The Sound of Pain Twitching Tongues,Twitching Tongues,The Sound of Pain,True
Gate Crasher Sunami,SUNAMI,Gate Crasher,True
Mind Your Business Sunami,SUNAMI,Mind Your Business,True
Dark Blue One Step Closer,One Step Closer,Dark Blue,False
T.T.S.P. One Step Closer,One Step Closer,T.T.S.P.,False
True Enemy Disgrace,Jear Perry,RACE,True
Slave to the Lead God Disgrace,Thomas Moore,Lalla Rookh (Part 6),False
Uncreation Disgrace,Formless Terror,Feeding the Necrovoid,False
Bootlicker Disgrace,Mott The Hoople,Pearl ‘n’ Roy (England),True
Dark Distance Every Time I Die,Every Time I Die,Dark Distance,False
Sly Every Time I Die,Every Time I Die,Sly,False
Planet Shit Every Time I Die,Every Time I Die,Planet Shit,True
Post-Boredom Every Time I Die,Every Time I Die,Post-Boredom,True
A Colossal Wreck Every Time I Die,Every Time I Die,A Colossal Wreck,False
Desperate Pleasures Every Time I Die,Every Time I Die,Desperate Pleasures,True
All This And War Every Time I Die,Every Time I Die,All This and War,False
Paradise King Nine,King Nine,Paradise,False
Twisted Thoughts King Nine,King Nine,Twisted Thoughts,True
Art of War King Nine,King Nine,Art of War,False
Second Nature King Nine,King Nine,Second Nature,False
Eden Will Drown END,Not Found,Not Found,False
The Host Will Soon Decay END,END (hardcore),The Host Will Soon Decay,False
Ataraxis Cult Leader,Cult Leader,Ataraxis,False
Long Shadows Cult Leader,Cult Leader,Long Shadows,False
The Long Goodbye Downpresser,Downpresser,The Long Goodbye,False
Death Instinct Downpresser,Downpresser,Death Instinct,False
Born to Be Downpresser,Downpresser,Born to Be,False
Two Stood Last (See You Around) Downpresser,Not Found,Not Found,False
Eyes to Heaven Downpresser,Downpresser,Eyes to Heaven,False
Human Carrying Capacity Harm's Way,Harm’s Way,Human Carrying Capacity,False
Last Man Harm's Way,Harm’s Way,Last Man,False
Sink Harm's Way,Harm’s Way,Sink,False
Become A Machine Harm's Way,Harm’s Way,Become a Machine,False
Unreality Harm's Way,Harm’s Way,Unreality,False
Dead Space Harm's Way,Harm’s Way,Dead Space,False
The Prophet Who Saw Fire Sanction,Not Found,Not Found,False
Sixhundredthirtyone Sanction,Sanction,Sixhundredthirtyone,False
Fixated Upon a Figure Sanction,Sanction,Fixated Upon a Figure,False
The Infringement of God's Plan Sanction,Sanction,The Infringement of God’s Plan,False
In Constraints Jesus Piece,Jesus Piece,In Constraints,True
Fear of Failure Jesus Piece,Jesus Piece,Fear of Failure,True
Tunnel Vision Jesus Piece,Jesus Piece,Tunnel Vision,False
FTBS Jesus Piece,Jesus Piece,FTBS,True
Silver Lining Jesus Piece,Jesus Piece,Silver Lining,False
Gates of Horn Jesus Piece,Jesus Piece,Gates of Horn,False
Profane Jesus Piece,Jesus Piece,Profane,False
An Offering to the Night Jesus Piece,Jesus Piece,An Offering to the Night,False
Stolen Life Jesus Piece,Jesus Piece,Stolen Life,False
The Bond Jesus Piece,Jesus Piece,The Bond,False
In Exodus Nails,Nails (Metal),In Exodus,False
Tyrant Nails,Nails (Metal),Tyrant,False
Absolute Control Nails,Nails (Metal),Absolute Control,False
God's Cold Hands Nails,Nails (Metal),God’s Cold Hands,False
Wide Open Wound Nails,Nails (Metal),Wide Open Wound,False
Abandon All Life Nails,Nails (Metal),Abandon All Life,True
No Surrender Nails,Nails (Metal),No Surrender,True
Pariah Nails,Nails (Metal),Pariah,True
Cry Wolf Nails,Nails (Metal),Cry Wolf,True
Suum Cuique Nails,Nails (Metal),Suum Cuique,False
One Last Taste of Heaven Portrayal of Guilt,Not Found,Not Found,False
Untitled Portrayal of Guilt,Not Found,Not Found,False
Burning Hand Portrayal of Guilt,Not Found,Not Found,False
Where Angels Come to Die Portrayal of Guilt,Not Found,Not Found,False
Devil Music Portrayal of Guilt,Not Found,Not Found,False
Never Die Never Ending Game,Never Ending Game,Welcome,True
Hate Today... Die Tomorrow Never Ending Game,M.A.T. (USA),"Get Out, Do Something",False
Tank On E Never Ending Game,Wavyjayes,Neji,True
Memories Never Ending Game,Epica,Chasing the Dragon,False
Fire of the Heart Never Ending Game,The Nation (HipHop Group),Bliss,False
Clown Never Ending Game,Raise Hell,Like Clowns We Crawl,False
Run Your Luck DRAIN,DRAIN,Run Your Luck,True
Devil's Itch DRAIN,DRAIN,Devil’s Itch,True
Evil Finds Light DRAIN,DRAIN,Evil Finds Light,True
Imposter DRAIN,DRAIN,Imposter,True
Weight of the World DRAIN,DRAIN,Weight of the World,True
Watch You Burn DRAIN,DRAIN,Watch You Burn,True
Beast The Acacia Strain,The Acacia Strain,Beast,True
The Hills Have Eyes The Acacia Strain,The Acacia Strain,The Hills Have Eyes,True
Nightman The Acacia Strain,The Acacia Strain,Nightman,True
Jonestown The Acacia Strain,The Acacia Strain,Jonestown,True
Bay of Pigs The Acacia Strain,The Acacia Strain,Bay of Pigs,True
Foresaken 100 Demons,Not Found,Not Found,False
Suffer 100 Demons,100 Demons,Suffer,True
So Alone 100 Demons,100 Demons,So Alone,False
While You're Praying 100 Demons,100 Demons,While You’re Praying,False
Infected 100 Demons,100 Demons,Infected,True
How Can I Regret? 100 Demons,100 Demons,How Can I Regret,True
Backlash 100 Demons,100 Demons,Back Lash,False
Bone Riddling Necrosis Spinebreaker,Not Found,Not Found,False
Spectral Forge Spinebreaker,Not Found,Not Found,False
Crimson Mask Spinebreaker,Not Found,Not Found,False
Desire KRUELTY,Not Found,Not Found,False
Into the Grave KRUELTY,Not Found,Not Found,False
Danse Fury,Not Found,Not Found,False
Thin Line Fury,Fury (OC),Thin Line,False
Novo Fury,Fury (OC),Novo,False
Damage Is Done Fury,Fury (OC),Damage is Done,False
Unconquered Extinguish,Kamasi Washington,Malcolm’s Theme,False
Illusion of Power Extinguish,Marianne Moore,Marriage,False
